노선명,노선번호,시도명,시군구명,기점도로명주소,기점지번주소,종점도로명주소,종점지번주소,기점위도,기점경도,종점위도,종점경도,주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
평원로-L,중로1-2,강원특별자치도,동해시,,강원특별자치도 동해시 평릉동 492-5,,강원특별자치도 동해시 평릉동 106-2,37.52693688,129.1164897,37.53424542,129.1117442,,0.94,,1.6,,Y,강원특별자치도 동해시청,033-530-2584,2025-12-18,4211000,강원특별자치도 동해시
평원로-R,중로1-2,강원특별자치도,동해시,,강원특별자치도 동해시 평릉동 492-5,,강원특별자치도 동해시 평릉동 106-2,37.52693688,129.1164897,37.53424542,129.1117442,,0.97,,1.6,,Y,강원특별자치도 동해시청,033-530-2584,2025-12-18,4211000,강원특별자치도 동해시
하평로-L,대로3-6,강원특별자치도,동해시,,강원특별자치도 동해시 평릉동 134-2,,강원특별자치도 동해시 평릉동 78-3,37.53109212,129.1077049,37.53339798,129.1158582,,0.75,,1.5,,Y,강원특별자치도 동해시청,033-530-2584,2025-12-18,4211000,강원특별자치도 동해시
하평로-R,대로3-6,강원특별자치도,동해시,,강원특별자치도 동해시 평릉동 134-2,,강원특별자치도 동해시 평릉동 78-3,37.53109212,129.1077049,37.53339798,129.1158582,,0.73,,1.7,,Y,강원특별자치도 동해시청,033-530-2584,2025-12-18,4211000,강원특별자치도 동해시
평릉길-L,대로3-7,강원특별자치도,동해시,,강원특별자치도 동해시 천곡동 463-12,,강원특별자치도 동해시 평릉동 318,37.52524847,129.1039192,37.52888148,129.1015168,,0.51,,3.0,,Y,강원특별자치도 동해시청,033-530-2584,2025-12-18,4211000,강원특별자치도 동해시
평릉길-R,대로3-7,강원특별자치도,동해시,,강원특별자치도 동해시 평릉동 507,,강원특별자치도 동해시 평릉동 318,37.52685795,129.1040631,37.52888148,129.1015168,,0.37,,3.0,,Y,강원특별자치도 동해시청,033-530-2584,2025-12-18,4211000,강원특별자치도 동해시
남강하천1,,경상남도,진주시,,경상남도 진주시 평거동 695-173,,경상남도 진주시 대곡면 대곡리 757-10,35.16211602,128.0393908,35.24200509,128.2194768,,36.5,,3.0,자전거전용도로,Y,경상남도 진주시청,055-749-8659,2025-12-30,5310000,경상남도 진주시
거제중앙로10길,,경상남도,거제시,경상남도 거제시 거제중앙로 1816 (고현동),경상남도 거제시 고현동 244-6,"경상남도 거제시 고현천로 114 (고현동, 세림빌라)",경상남도 거제시 고현동 270,34.88071348,128.6271973,34.88222933,128.6287782,,0.5,,3.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
거제중앙로9길,,경상남도,거제시,경상남도 거제시 거제중앙로 1817 (고현동),경상남도 거제시 고현동 170-2,경상남도 거제시 계룡로 104 (고현동),경상남도 거제시 고현동 478-1,34.88083235,128.626605,34.87914185,128.6234282,,0.54,,2.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
동문천로,,경상남도,거제시,경상남도 거제시 거제중앙로 1844 (고현동),경상남도 거제시 고현동 208-7,경상남도 거제시 동문천로 69 (고현동),경상남도 거제시 고현동 224-2,34.88318621,128.6259648,34.88389074,128.6275272,,0.18,,3.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
계룡로11길,,경상남도,거제시,,경상남도 거제시 고현동 903-6,,경상남도 거제시 고현동 산60-25,34.88301107,128.6157879,34.88299043,128.6128965,,0.73,,1.6,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
고현로,,경상남도,거제시,"경상남도 거제시 서문로 30 (고현동, 거제롯데인벤스家)",경상남도 거제시 고현동 860,경상남도 거제시 고현로 41 (고현동),경상남도 거제시 고현동 858-16,34.88735259,128.6177614,34.88683042,128.6179689,,0.15,,1.9,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
서문로,,경상남도,거제시,"경상남도 거제시 서문로 30 (고현동, 거제롯데인벤스家)",경상남도 거제시 고현동 860,경상남도 거제시 서문로 31 (고현동),경상남도 거제시 고현동 867-5,34.88735259,128.6177614,34.88853994,128.6193508,,0.53,,1.2,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
계룡로(고현동),,경상남도,거제시,경상남도 거제시 계룡로 66 (고현동),경상남도 거제시 고현동 1036-9,경상남도 거제시 고현로 54 (고현동),경상남도 거제시 고현동 784-3,34.87659395,128.6258619,34.8860368,128.6190688,,1.73,,0.5,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
고현천로,,경상남도,거제시,경상남도 거제시 서문로7길 16 (고현동),경상남도 거제시 고현동 979,경상남도 거제시 거제중앙로 1729 (상동동),경상남도 거제시 상동동 519-12,34.89126151,128.6236612,34.87400834,128.6317768,,5.73,,3.5,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
거제대로(고현동),,경상남도,거제시,경상남도 거제시 서문로3길 21 (고현동),경상남도 거제시 고현동 959-11,경상남도 거제시 수양로 508-1 (양정동),경상남도 거제시 양정동 980-3,34.88974222,128.61783,34.89197665,128.6358539,,2.72,,2.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
거제대로(장평동),,경상남도,거제시,,경상남도 거제시 장평동 222-1,,경상남도 거제시 장평동 226,34.88959773,128.6153681,34.88891481,128.610443,,0.55,,2.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
장평4로,,경상남도,거제시,경상남도 거제시 장평4로 7 (장평동),경상남도 거제시 장평동 120-2,경상남도 거제시 장평4로 65 (장평동),경상남도 거제시 장평동 141-2,34.88812027,128.6034535,34.88715908,128.6088125,,1.28,,2.2,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
장평2로,,경상남도,거제시,"경상남도 거제시 장평2로2길 10 (장평동, 덕산 아내 2차)",경상남도 거제시 장평동 142,"경상남도 거제시 장평2로 36 (장평동, 장평3주공아파트)",경상남도 거제시 장평동 144,34.88828122,128.6074672,34.88543107,128.6088396,,0.43,,2.3,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
장평로,,경상남도,거제시,경상남도 거제시 장평로 69 (장평동),경상남도 거제시 장평동 234-2,경상남도 거제시 장평1로 13 (장평동),경상남도 거제시 장평동 1212,34.89099672,128.6095609,34.8918319,128.6170588,,1.68,,3.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
장평3로7길,,경상남도,거제시,경상남도 거제시 장평3로 75 (장평동),경상남도 거제시 장평동 600-2,경상남도 거제시 장평3로 75 (장평동),경상남도 거제시 장평동 600-2,34.89414597,128.6060175,34.89414597,128.6060175,,0.08,,4.5,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
장평3로 3길,,경상남도,거제시,경상남도 거제시 장평3로 42 (장평동),경상남도 거제시 장평동 319-9,경상남도 거제시 장평3로5길 66 (장평동),경상남도 거제시 장평동 710-1,34.89237382,128.609401,34.89035568,128.6031283,,0.25,,1.4,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
장평3로,,경상남도,거제시,경상남도 거제시 장평3로 5 (장평동),경상남도 거제시 장평동 168,경상남도 거제시 장평3로 75 (장평동),경상남도 거제시 장평동 600-2,34.88934341,128.6088195,34.89414597,128.6060175,,1.16,,2.5,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
장평1로,,경상남도,거제시,경상남도 거제시 장평1로 21 (장평동),경상남도 거제시 장평동 1195-21,경상남도 거제시 장평1로 161 (장평동),경상남도 거제시 장평동 733,34.89228929,128.6167067,34.89094929,128.6039936,,2.65,,2.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
옥포성안로,,경상남도,거제시,"경상남도 거제시 옥포성안로 22 (옥포동, CJ아쿠아빌)",경상남도 거제시 옥포동 554-8,경상남도 거제시 옥포성안로 75 (옥포동),경상남도 거제시 옥포동 542-16,34.88831808,128.6939372,34.89306003,128.6945222,,0.8,,2.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
국산6길,,경상남도,거제시,경상남도 거제시 국산6길 23 (옥포동),경상남도 거제시 옥포동 870-1,경상남도 거제시 국산6길 29 (옥포동),경상남도 거제시 옥포동 507-1,34.89713785,128.6943494,34.89649941,128.6943675,,0.09,,3.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
국산3길,,경상남도,거제시,경상남도 거제시 국산3길 1 (옥포동),경상남도 거제시 옥포동 865-15,경상남도 거제시 국산6길 20 (옥포동),경상남도 거제시 옥포동 866-7,34.8972732,128.6926303,34.89733422,128.6940723,,0.14,,3.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
국산1길,,경상남도,거제시,경상남도 거제시 국산1길 1 (옥포동),경상남도 거제시 옥포동 505-11,경상남도 거제시 국산2길 1 (옥포동),경상남도 거제시 옥포동 932-2,34.89638574,128.6924807,34.89701267,128.6924084,,0.07,,3.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
진목로,,경상남도,거제시,경상남도 거제시 옥포중앙로 1 (옥포동),경상남도 거제시 옥포동 1296-9,경상남도 거제시 진목1길 2 (옥포동),경상남도 거제시 옥포동 1284-2,34.8956245,128.6862397,34.89897741,128.6867054,,0.77,,1.7,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
무명로,,경상남도,거제시,경상남도 거제시 진목1길 65 (옥포동),경상남도 거제시 옥포동 1280-15,경상남도 거제시 진목1길 99 (옥포동),경상남도 거제시 옥포동 1280-28,34.8993204,128.6844201,34.90068992,128.6839743,,0.27,,2.3,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
진목1길,,경상남도,거제시,경상남도 거제시 진목1길 2 (옥포동),경상남도 거제시 옥포동 1284-2,경상남도 거제시 진목1길 101 (옥포동),경상남도 거제시 옥포동 1272-3,34.89897741,128.6867054,34.90163707,128.6840774,,0.97,,2.5,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
옥포로(옥포2동),,경상남도,거제시,"경상남도 거제시 옥포로 280 (옥포동, 안성아파트)",경상남도 거제시 옥포동 1287,"경상남도 거제시 옥포로 315-2 (옥포동, 성은아파트)",경상남도 거제시 옥포동 1271-1,34.89902933,128.687724,34.9019918,128.6841624,,1.48,,2.2,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
국산로(연초면),,경상남도,거제시,,경상남도 거제시 연초면 송정리 산151-2,경상남도 거제시 연초면 국산로 12 (크라운빌),경상남도 거제시 연초면 송정리 156-5,34.90536121,128.6825349,34.90456514,128.6839113,,0.27,,1.1,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
옥포대첩로(덕포동),,경상남도,거제시,,경상남도 거제시 덕포동 산100-8,,경상남도 거제시 덕포동 산31-4,34.90456737,128.7038294,34.91358319,128.7134281,,2.82,,2.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
옥포대첩로(옥포2동),,경상남도,거제시,"경상남도 거제시 옥포대첩로 115 (옥포동, 영진자이온)",경상남도 거제시 옥포동 785-1,경상남도 거제시 진목1길 2 (옥포동),경상남도 거제시 옥포동 1284-2,34.89583517,128.6991578,34.89897741,128.6867054,,1.17,,1.5,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
옥포대첩로(옥포1동),,경상남도,거제시,"경상남도 거제시 옥포대첩로1길 7 (옥포동, 옥포마리나아파트)",경상남도 거제시 옥포동 527-4,경상남도 거제시 옥포대첩로 65 (옥포동),경상남도 거제시 옥포동 532-23,34.89373903,128.6876382,34.89459666,128.6946396,,1.21,,1.8,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
거제대로(옥포2동),,경상남도,거제시,"경상남도 거제시 옥포대첩로1길 7 (옥포동, 옥포마리나아파트)",경상남도 거제시 옥포동 527-4,경상남도 거제시 거제대로 3806-1 (옥포동),경상남도 거제시 옥포동 516-4,34.89373903,128.6876382,34.89543127,128.6861816,,0.26,,2.5,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
거제대로(옥포1동),,경상남도,거제시,"경상남도 거제시 거제대로 3708 (옥포동, 미소안아파트)",경상남도 거제시 옥포동 551-5,경상남도 거제시 거제대로 3677 (옥포동),경상남도 거제시 옥포동 192,34.88819986,128.6923951,34.88562037,128.6937403,,0.74,,2.1,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
제산로,,경상남도,거제시,경상남도 거제시 제산로 64-2 (양정동),경상남도 거제시 양정동 898,경상남도 거제시 제산로5길 2 (양정동),경상남도 거제시 양정동 767,34.88812564,128.6412728,34.88632179,128.64449,,1.04,,3.3,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
해명로,,경상남도,거제시,경상남도 거제시 수양로 454-28 (수월동),경상남도 거제시 수월동 1043-73,경상남도 거제시 해명로 47 (수월동),경상남도 거제시 수월동 1084-1,34.8949231,128.6420882,34.89286693,128.6445751,,0.84,,1.3,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
수양로,,경상남도,거제시,경상남도 거제시 수양로 420 (수월동),경상남도 거제시 수월동 1170,경상남도 거제시 수양로 488-2 (양정동),경상남도 거제시 양정동 925-8,34.89038937,128.6433265,34.89191137,128.6376695,,0.9,,1.7,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
중곡로2길,,경상남도,거제시,"경상남도 거제시 중곡로2길 12 (고현동, 고려6차아파트)",경상남도 거제시 고현동 1053,"경상남도 거제시 중곡로2길 29 (고현동, 고려2차아파트)",경상남도 거제시 고현동 1049,34.89332378,128.6327174,34.89536792,128.6315458,,0.82,,3.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
중곡2로,,경상남도,거제시,경상남도 거제시 중곡로1길 49 (고현동),경상남도 거제시 고현동 1018,경상남도 거제시 중곡로2길 45 (고현동),경상남도 거제시 고현동 1057,34.89230811,128.6251079,34.89568982,128.6347073,,1.45,,3.0,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
중곡로,,경상남도,거제시,경상남도 거제시 중곡로 8 (고현동),경상남도 거제시 고현동 1053,경상남도 거제시 중곡로 51 (고현동),경상남도 거제시 고현동 987-24,34.89325537,128.6307578,34.89732921,128.6296023,,0.87,,1.6,,N,경상남도 거제시청,055-639-4484,2026-01-05,5370000,경상남도 거제시
